Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,label categorical
0,0.06,1.6,512,17,512,0,5,4,0,0,0,0,C
0,0.06,1.6,512,17,512,0,5,4,1,8,704,0,A
0.13,0.05,478.76,16,16,73984,1.81,128,64,8,34,320,320,A
0.13,0.05,478.76,16,16,73984,1.81,128,64,0,0,0,0,A
0.13,0.05,478.76,16,16,73984,1.81,128,64,1,8,704,0,F
0,0.06,1.6,512,17,512,0,5,4,8,34,320,320,A
0,0.06,1.6,512,17,512,0,5,4,0,0,0,0,C
0,0.06,1.6,512,17,512,0,5,4,1,8,704,0,A
0.13,0.05,473.85,16,16,73984,1.81,128,64,8,34,320,320,A
0.13,0.05,473.85,16,16,73984,1.81,128,64,0,0,0,0,A
0.13,0.05,473.85,16,16,73984,1.81,128,64,1,8,704,0,F
0,0.06,1.6,512,17,512,0,5,4,8,34,320,320,A
0,0.06,1.6,512,17,512,0,5,4,0,0,0,0,C
0,0.06,1.6,512,17,512,0,5,4,1,8,704,0,A
0.13,0.05,470.29,16,16,73984,1.81,128,64,8,34,320,320,A
0.13,0.05,470.29,16,16,73984,1.81,128,64,0,0,0,0,A
0.13,0.05,470.29,16,16,73984,1.81,128,64,1,8,704,0,F
0,0.07,1.6,512,17,512,0,5,4,8,34,320,320,A
0,0.07,1.6,512,17,512,0,5,4,0,0,0,0,C
0,0.07,1.6,512,17,512,0,5,4,1,8,704,0,A
0.13,0.05,470.29,16,16,73984,1.81,128,64,8,34,320,320,A
0.13,0.05,470.29,16,16,73984,1.81,128,64,0,0,0,0,A
0.13,0.05,470.29,16,16,73984,1.81,128,64,1,8,704,0,F
0,0.07,1.6,512,17,512,0,5,4,8,34,320,320,A
0,0.07,1.6,512,17,512,0,5,4,0,0,0,0,C
0,0.07,1.6,512,17,512,0,5,4,1,8,704,0,A
0.13,0.05,536.62,16,16,82944,2.02,128,64,9,35,512,384,C
0.13,0.05,536.62,16,16,82944,2.02,128,64,0,0,0,0,G
0.13,0.05,536.62,16,16,82944,2.02,128,64,1,8,512,128,A
0,0.06,1.6,512,17,512,0,5,4,9,35,512,384,A
0,0.06,1.6,512,17,512,0,5,4,0,0,0,0,E
0,0.06,1.6,512,17,512,0,5,4,1,8,512,128,A
0.13,0.05,536.62,16,16,82944,2.02,128,64,9,35,512,384,C
0.13,0.05,536.62,16,16,82944,2.02,128,64,0,0,0,0,G
0.13,0.05,536.62,16,16,82944,2.02,128,64,1,8,512,128,A
0,0.07,1.6,512,17,512,0,5,4,9,35,512,384,A
0,0.07,1.6,512,17,512,0,5,4,0,0,0,0,E
0,0.07,1.6,512,17,512,0,5,4,1,8,512,128,A
0.13,0.05,531.42,16,16,82944,2.02,128,64,9,35,512,384,C
0.13,0.05,531.42,16,16,82944,2.02,128,64,0,0,0,0,G
0.13,0.05,531.42,16,16,82944,2.02,128,64,1,8,512,128,A
0,0.07,1.6,512,17,512,0,5,4,9,35,512,384,A
0,0.07,1.6,512,17,512,0,5,4,0,0,0,0,E
0,0.07,1.6,512,17,512,0,5,4,1,8,512,128,A
0.13,0.05,527.65,16,16,82944,2.02,128,64,9,35,512,384,C
0.13,0.05,527.65,16,16,82944,2.02,128,64,0,0,0,0,G
0.13,0.05,527.65,16,16,82944,2.02,128,64,1,8,512,128,A
0,0.07,1.6,512,17,512,0,5,4,9,35,512,384,A
0,0.07,1.6,512,17,512,0,5,4,0,0,0,0,E
0,0.07,1.6,512,17,512,0,5,4,1,8,512,128,A
0.13,0.05,527.65,16,16,82944,2.02,128,64,9,35,512,384,C
0.13,0.05,527.65,16,16,82944,2.02,128,64,0,0,0,0,G
0.13,0.05,527.65,16,16,82944,2.02,128,64,1,8,512,128,A
0,0.07,1.6,512,17,512,0,5,4,9,35,512,384,A
0,0.07,1.6,512,17,512,0,5,4,0,0,0,0,E
0,0.07,1.6,512,17,512,0,5,4,1,8,512,128,A
0.14,0.05,597.79,16,16,92416,2.26,128,64,9,40,512,384,C
0.14,0.05,597.79,16,16,92416,2.26,128,64,0,0,0,0,F
0.14,0.05,597.79,16,16,92416,2.26,128,64,1,8,512,128,A
0,0.07,1.72,512,17,512,0,5,4,9,40,512,384,A
0,0.07,1.72,512,17,512,0,5,4,0,0,0,0,D
0,0.07,1.72,512,17,512,0,5,4,1,8,512,128,A
0.14,0.05,597.79,16,16,92416,2.26,128,64,9,40,512,384,C
0.14,0.05,597.79,16,16,92416,2.26,128,64,0,0,0,0,F
0.14,0.05,597.79,16,16,92416,2.26,128,64,1,8,512,128,A
0,0.07,1.72,512,17,512,0,5,4,9,40,512,384,A
0,0.07,1.72,512,17,512,0,5,4,0,0,0,0,D
0,0.07,1.72,512,17,512,0,5,4,1,8,512,128,A
0.14,0.05,592.3,16,16,92416,2.26,128,64,9,40,512,384,C
0.14,0.05,592.3,16,16,92416,2.26,128,64,0,0,0,0,F
0.14,0.05,592.3,16,16,92416,2.26,128,64,1,8,512,128,A
0,0.07,1.72,512,17,512,0,5,4,9,40,512,384,A
0,0.07,1.72,512,17,512,0,5,4,0,0,0,0,D
0,0.07,1.72,512,17,512,0,5,4,1,8,512,128,A
0.14,0.05,588.31,16,16,92416,2.26,128,64,9,40,512,384,C
0.14,0.05,588.31,16,16,92416,2.26,128,64,0,0,0,0,F
0.14,0.05,588.31,16,16,92416,2.26,128,64,1,8,512,128,A
0,0.07,1.72,512,17,512,0,5,4,9,40,512,384,A
0,0.07,1.72,512,17,512,0,5,4,0,0,0,0,D
0,0.07,1.72,512,17,512,0,5,4,1,8,512,128,A
0.14,0.05,588.31,16,16,92416,2.26,128,64,9,40,512,384,C
0.14,0.05,588.31,16,16,92416,2.26,128,64,0,0,0,0,F
0.14,0.05,588.31,16,16,92416,2.26,128,64,1,8,512,128,A
0,0.07,1.72,512,17,512,0,5,4,9,40,512,384,A
0,0.07,1.72,512,17,512,0,5,4,0,0,0,0,D
0,0.07,1.72,512,17,512,0,5,4,1,8,512,128,A
0.01,0.02,6.83,16,16,1024,0.03,128,64,2,32,64,64,D
0.01,0.02,6.83,16,16,1024,0.03,128,64,0,0,0,0,D
0.01,0.02,6.83,16,16,1024,0.03,128,64,0,0,0,0,A
0,0.07,0.62,512,17,512,0,5,4,2,32,64,64,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,C
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0.01,0.02,6.83,16,16,1024,0.03,128,64,2,32,64,64,D
0.01,0.02,6.83,16,16,1024,0.03,128,64,0,0,0,0,D
0.01,0.02,6.83,16,16,1024,0.03,128,64,0,0,0,0,A
0,0.06,0.62,512,17,512,0,5,4,2,32,64,64,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,C
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,A
0.01,0.03,6.22,16,16,1024,0.03,128,64,2,32,64,64,D
0.01,0.03,6.22,16,16,1024,0.03,128,64,0,0,0,0,D
0.01,0.03,6.22,16,16,1024,0.03,128,64,0,0,0,0,A
0,0.07,0.62,512,17,512,0,5,4,2,32,64,64,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,C
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.02,5.85,16,16,1024,0.03,128,64,2,32,64,64,D
0,0.02,5.85,16,16,1024,0.03,128,64,0,0,0,0,D
0,0.02,5.85,16,16,1024,0.03,128,64,0,0,0,0,A
0,0.06,0.62,512,17,512,0,5,4,2,32,64,64,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,C
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.03,5.85,16,16,1024,0.03,128,64,2,32,64,64,D
0,0.03,5.85,16,16,1024,0.03,128,64,0,0,0,0,D
0,0.03,5.85,16,16,1024,0.03,128,64,0,0,0,0,A
0,0.06,0.62,512,17,512,0,5,4,2,32,64,64,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,C
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,A
0.14,0.05,662.25,16,16,102400,2.5,128,64,8,65,448,448,B
0.14,0.05,662.25,16,16,102400,2.5,128,64,0,0,0,0,E
0.14,0.05,662.25,16,16,102400,2.5,128,64,1,2,384,64,A
0,0.07,1.72,512,17,512,0,5,4,8,65,448,448,A
0,0.07,1.72,512,17,512,0,5,4,0,0,0,0,E
0,0.07,1.72,512,17,512,0,5,4,1,2,384,64,A
0.14,0.05,662.25,16,16,102400,2.5,128,64,8,65,448,448,B
0.14,0.05,662.25,16,16,102400,2.5,128,64,0,0,0,0,E
0.14,0.05,662.25,16,16,102400,2.5,128,64,1,2,384,64,A
0,0.07,1.72,512,17,512,0,5,4,8,65,448,448,A
0,0.07,1.72,512,17,512,0,5,4,0,0,0,0,E
0,0.07,1.72,512,17,512,0,5,4,1,2,384,64,A
0.14,0.06,656.47,16,16,102400,2.5,128,64,8,65,448,448,B
0.14,0.06,656.47,16,16,102400,2.5,128,64,0,0,0,0,E
0.14,0.06,656.47,16,16,102400,2.5,128,64,1,2,384,64,A
0,0.07,1.72,512,17,512,0,5,4,8,65,448,448,A
0,0.07,1.72,512,17,512,0,5,4,0,0,0,0,E
0,0.07,1.72,512,17,512,0,5,4,1,2,384,64,A
0.14,0.05,652.27,16,16,102400,2.5,128,64,8,65,448,448,B
0.14,0.05,652.27,16,16,102400,2.5,128,64,0,0,0,0,E
0.14,0.05,652.27,16,16,102400,2.5,128,64,1,2,384,64,A
0,0.06,1.72,512,17,512,0,5,4,8,65,448,448,A
0,0.06,1.72,512,17,512,0,5,4,0,0,0,0,E
0,0.06,1.72,512,17,512,0,5,4,1,2,384,64,A
0.14,0.05,652.27,16,16,102400,2.5,128,64,8,65,448,448,B
0.14,0.05,652.27,16,16,102400,2.5,128,64,0,0,0,0,E
0.14,0.05,652.27,16,16,102400,2.5,128,64,1,2,384,64,A
0,0.06,1.72,512,17,512,0,5,4,8,65,448,448,A
0,0.06,1.72,512,17,512,0,5,4,0,0,0,0,E
0,0.06,1.72,512,17,512,0,5,4,1,2,384,64,A
0.15,0.05,730.01,16,16,112896,2.76,128,64,8,27,448,448,F
0.15,0.05,730.01,16,16,112896,2.76,128,64,0,0,0,0,E
0.15,0.05,730.01,16,16,112896,2.76,128,64,1,6,448,64,A
0,0.07,1.84,512,17,512,0,5,4,8,27,448,448,A
0,0.07,1.84,512,17,512,0,5,4,0,0,0,0,D
0,0.07,1.84,512,17,512,0,5,4,1,6,448,64,A
0.15,0.05,730.01,16,16,112896,2.76,128,64,8,27,448,448,F
0.15,0.05,730.01,16,16,112896,2.76,128,64,0,0,0,0,E
0.15,0.05,730.01,16,16,112896,2.76,128,64,1,6,448,64,A
0,0.07,1.84,512,17,512,0,5,4,8,27,448,448,A
0,0.07,1.84,512,17,512,0,5,4,0,0,0,0,D
0,0.07,1.84,512,17,512,0,5,4,1,6,448,64,A
0.14,0.05,723.95,16,16,112896,2.76,128,64,8,27,448,448,F
0.14,0.05,723.95,16,16,112896,2.76,128,64,0,0,0,0,E
0.14,0.05,723.95,16,16,112896,2.76,128,64,1,6,448,64,A
0,0.07,1.84,512,17,512,0,5,4,8,27,448,448,A
0,0.07,1.84,512,17,512,0,5,4,0,0,0,0,D
0,0.07,1.84,512,17,512,0,5,4,1,6,448,64,A
0.14,0.05,719.54,16,16,112896,2.76,128,64,8,27,448,448,F
0.14,0.05,719.54,16,16,112896,2.76,128,64,0,0,0,0,E
0.14,0.05,719.54,16,16,112896,2.76,128,64,1,6,448,64,A
0,0.07,1.84,512,17,512,0,5,4,8,27,448,448,A
0,0.07,1.84,512,17,512,0,5,4,0,0,0,0,D
0,0.07,1.84,512,17,512,0,5,4,1,6,448,64,A
0.14,0.05,719.54,16,16,112896,2.76,128,64,8,27,448,448,F
0.14,0.05,719.54,16,16,112896,2.76,128,64,0,0,0,0,E
0.14,0.05,719.54,16,16,112896,2.76,128,64,1,6,448,64,A
0,0.07,1.84,512,17,512,0,5,4,8,27,448,448,A
0,0.07,1.84,512,17,512,0,5,4,0,0,0,0,D
0,0.07,1.84,512,17,512,0,5,4,1,6,448,64,A
0.15,0.05,801.08,16,16,123904,3.02,128,64,8,43,512,512,C
0.15,0.05,801.08,16,16,123904,3.02,128,64,0,0,0,0,F
0.15,0.05,801.08,16,16,123904,3.02,128,64,1,5,512,0,A
0,0.07,1.84,512,17,512,0,5,4,8,43,512,512,A
0,0.07,1.84,512,17,512,0,5,4,0,0,0,0,E
0,0.07,1.84,512,17,512,0,5,4,1,5,512,0,A
0.15,0.05,801.08,16,16,123904,3.02,128,64,8,43,512,512,C
0.15,0.05,801.08,16,16,123904,3.02,128,64,0,0,0,0,F
0.15,0.05,801.08,16,16,123904,3.02,128,64,1,5,512,0,A
0,0.06,1.84,512,17,512,0,5,4,8,43,512,512,A
0,0.06,1.84,512,17,512,0,5,4,0,0,0,0,E
0,0.06,1.84,512,17,512,0,5,4,1,5,512,0,A
0.15,0.05,794.72,16,16,123904,3.02,128,64,8,43,512,512,C
0.15,0.05,794.72,16,16,123904,3.02,128,64,0,0,0,0,F
0.15,0.05,794.72,16,16,123904,3.02,128,64,1,5,512,0,A
0,0.07,1.84,512,17,512,0,5,4,8,43,512,512,A
0,0.07,1.84,512,17,512,0,5,4,0,0,0,0,E
0,0.07,1.84,512,17,512,0,5,4,1,5,512,0,A
0.15,0.05,790.1,16,16,123904,3.02,128,64,8,43,512,512,C
0.15,0.05,790.1,16,16,123904,3.02,128,64,0,0,0,0,F
0.15,0.05,790.1,16,16,123904,3.02,128,64,1,5,512,0,A
0,0.07,1.84,512,17,512,0,5,4,8,43,512,512,A
0,0.07,1.84,512,17,512,0,5,4,0,0,0,0,E
0,0.07,1.84,512,17,512,0,5,4,1,5,512,0,A
0.15,0.05,790.1,16,16,123904,3.02,128,64,8,43,512,512,C
0.15,0.05,790.1,16,16,123904,3.02,128,64,0,0,0,0,F
0.15,0.05,790.1,16,16,123904,3.02,128,64,1,5,512,0,A
0,0.07,1.84,512,17,512,0,5,4,8,43,512,512,A
0,0.07,1.84,512,17,512,0,5,4,0,0,0,0,E
0,0.07,1.84,512,17,512,0,5,4,1,5,512,0,A
0.15,0.05,875.44,16,16,135424,3.31,128,64,10,38,576,576,C
0.15,0.05,875.44,16,16,135424,3.31,128,64,0,0,0,0,G
0.15,0.05,875.44,16,16,135424,3.31,128,64,1,9,512,0,A
0,0.07,1.96,512,17,512,0,5,4,10,38,576,576,A
0,0.07,1.96,512,17,512,0,5,4,0,0,0,0,D
0,0.07,1.96,512,17,512,0,5,4,1,9,512,0,A
0.15,0.05,875.44,16,16,135424,3.31,128,64,10,38,576,576,C
0.15,0.05,875.44,16,16,135424,3.31,128,64,0,0,0,0,G
0.15,0.05,875.44,16,16,135424,3.31,128,64,1,9,512,0,A
0,0.07,1.96,512,17,512,0,5,4,10,38,576,576,A
0,0.07,1.96,512,17,512,0,5,4,0,0,0,0,D
0,0.07,1.96,512,17,512,0,5,4,1,9,512,0,A
0.15,0.05,868.8,16,16,135424,3.31,128,64,10,38,576,576,C
0.15,0.05,868.8,16,16,135424,3.31,128,64,0,0,0,0,G
0.15,0.05,868.8,16,16,135424,3.31,128,64,1,9,512,0,A
0,0.07,1.96,512,17,512,0,5,4,10,38,576,576,A
0,0.07,1.96,512,17,512,0,5,4,0,0,0,0,D
0,0.07,1.96,512,17,512,0,5,4,1,9,512,0,A
0.15,0.05,863.96,16,16,135424,3.31,128,64,10,38,576,576,C
0.15,0.05,863.96,16,16,135424,3.31,128,64,0,0,0,0,G
0.15,0.05,863.96,16,16,135424,3.31,128,64,1,9,512,0,A
0,0.07,1.96,512,17,512,0,5,4,10,38,576,576,A
0,0.07,1.96,512,17,512,0,5,4,0,0,0,0,D
0,0.07,1.96,512,17,512,0,5,4,1,9,512,0,A
0.15,0.05,863.96,16,16,135424,3.31,128,64,10,38,576,576,C
0.15,0.05,863.96,16,16,135424,3.31,128,64,0,0,0,0,G
0.15,0.05,863.96,16,16,135424,3.31,128,64,1,9,512,0,A
0,0.08,1.96,512,17,512,0,5,4,10,38,576,576,A
0,0.08,1.96,512,17,512,0,5,4,0,0,0,0,D
0,0.08,1.96,512,17,512,0,5,4,1,9,512,0,A
0.15,0.05,953.1,16,16,147456,3.6,128,64,11,24,960,640,G
0.15,0.05,953.1,16,16,147456,3.6,128,64,1,0,384,64,A
0.15,0.05,953.1,16,16,147456,3.6,128,64,1,9,1088,0,A
0,0.07,1.96,512,17,512,0,5,4,11,24,960,640,A
0,0.07,1.96,512,17,512,0,5,4,1,0,384,64,E
0,0.07,1.96,512,17,512,0,5,4,1,9,1088,0,A
0.15,0.05,953.1,16,16,147456,3.6,128,64,11,24,960,640,G
0.15,0.05,953.1,16,16,147456,3.6,128,64,1,0,384,64,A
0.15,0.05,953.1,16,16,147456,3.6,128,64,1,9,1088,0,A
0,0.07,1.96,512,17,512,0,5,4,11,24,960,640,A
0,0.07,1.96,512,17,512,0,5,4,1,0,384,64,E
0,0.07,1.96,512,17,512,0,5,4,1,9,1088,0,A
0.15,0.05,946.17,16,16,147456,3.6,128,64,11,24,960,640,G
0.15,0.05,946.17,16,16,147456,3.6,128,64,1,0,384,64,A
0.15,0.05,946.17,16,16,147456,3.6,128,64,1,9,1088,0,A
0,0.07,1.96,512,17,512,0,5,4,11,24,960,640,A
0,0.07,1.96,512,17,512,0,5,4,1,0,384,64,E
0,0.07,1.96,512,17,512,0,5,4,1,9,1088,0,A
0.15,0.05,941.12,16,16,147456,3.6,128,64,11,24,960,640,G
0.15,0.05,941.12,16,16,147456,3.6,128,64,1,0,384,64,A
0.15,0.05,941.12,16,16,147456,3.6,128,64,1,9,1088,0,A
0,0.07,1.96,512,17,512,0,5,4,11,24,960,640,A
0,0.07,1.96,512,17,512,0,5,4,1,0,384,64,E
0,0.07,1.96,512,17,512,0,5,4,1,9,1088,0,A
0.15,0.05,941.12,16,16,147456,3.6,128,64,11,24,960,640,G
0.15,0.05,941.12,16,16,147456,3.6,128,64,1,0,384,64,A
0.15,0.05,941.12,16,16,147456,3.6,128,64,1,9,1088,0,A
0,0.07,1.96,512,17,512,0,5,4,11,24,960,640,A
0,0.07,1.96,512,17,512,0,5,4,1,0,384,64,E
0,0.07,1.96,512,17,512,0,5,4,1,9,1088,0,A
0.16,0.05,1034.06,16,16,160000,3.91,128,64,11,46,640,640,B
0.16,0.05,1034.06,16,16,160000,3.91,128,64,0,0,0,0,A
0.16,0.05,1034.06,16,16,160000,3.91,128,64,1,24,640,0,A
0,0.08,2.08,512,17,512,0,5,4,11,46,640,640,A
0,0.08,2.08,512,17,512,0,5,4,0,0,0,0,D
0,0.08,2.08,512,17,512,0,5,4,1,24,640,0,A
0.16,0.05,1034.06,16,16,160000,3.91,128,64,11,46,640,640,B
0.16,0.05,1034.06,16,16,160000,3.91,128,64,0,0,0,0,A
0.16,0.05,1034.06,16,16,160000,3.91,128,64,1,24,640,0,A
0,0.08,2.08,512,17,512,0,5,4,11,46,640,640,A
0,0.08,2.08,512,17,512,0,5,4,0,0,0,0,D
0,0.08,2.08,512,17,512,0,5,4,1,24,640,0,A
0.15,0.05,1026.85,16,16,160000,3.91,128,64,11,46,640,640,B
0.15,0.05,1026.85,16,16,160000,3.91,128,64,0,0,0,0,A
0.15,0.05,1026.85,16,16,160000,3.91,128,64,1,24,640,0,A
0,0.08,2.08,512,17,512,0,5,4,11,46,640,640,A
0,0.08,2.08,512,17,512,0,5,4,0,0,0,0,D
0,0.08,2.08,512,17,512,0,5,4,1,24,640,0,A
0.16,0.05,1021.59,16,16,160000,3.91,128,64,11,46,640,640,B
0.16,0.05,1021.59,16,16,160000,3.91,128,64,0,0,0,0,A
0.16,0.05,1021.59,16,16,160000,3.91,128,64,1,24,640,0,A
0,0.07,2.08,512,17,512,0,5,4,11,46,640,640,A
0,0.07,2.08,512,17,512,0,5,4,0,0,0,0,D
0,0.07,2.08,512,17,512,0,5,4,1,24,640,0,A
0.15,0.05,1021.59,16,16,160000,3.91,128,64,11,46,640,640,B
0.15,0.05,1021.59,16,16,160000,3.91,128,64,0,0,0,0,A
0.15,0.05,1021.59,16,16,160000,3.91,128,64,1,24,640,0,A
0,0.08,2.08,512,17,512,0,5,4,11,46,640,640,A
0,0.08,2.08,512,17,512,0,5,4,0,0,0,0,D
0,0.08,2.08,512,17,512,0,5,4,1,24,640,0,A
0.16,0.06,1118.33,16,16,173056,4.22,128,64,12,50,704,704,B
0.16,0.06,1118.33,16,16,173056,4.22,128,64,0,0,0,0,C
0.16,0.06,1118.33,16,16,173056,4.22,128,64,1,3,1344,320,A
0,0.06,2.08,512,17,512,0,5,4,12,50,704,704,A
0,0.06,2.08,512,17,512,0,5,4,0,0,0,0,E
0,0.06,2.08,512,17,512,0,5,4,1,3,1344,320,A
0.16,0.06,1118.33,16,16,173056,4.22,128,64,12,50,704,704,B
0.16,0.06,1118.33,16,16,173056,4.22,128,64,0,0,0,0,C
0.16,0.06,1118.33,16,16,173056,4.22,128,64,1,3,1344,320,A
0,0.07,2.08,512,17,512,0,5,4,12,50,704,704,A
0,0.07,2.08,512,17,512,0,5,4,0,0,0,0,E
0,0.07,2.08,512,17,512,0,5,4,1,3,1344,320,A
0.16,0.05,1110.82,16,16,173056,4.22,128,64,12,50,704,704,B
0.16,0.05,1110.82,16,16,173056,4.22,128,64,0,0,0,0,C
0.16,0.05,1110.82,16,16,173056,4.22,128,64,1,3,1344,320,A
0,0.07,2.08,512,17,512,0,5,4,12,50,704,704,A
0,0.07,2.08,512,17,512,0,5,4,0,0,0,0,E
0,0.07,2.08,512,17,512,0,5,4,1,3,1344,320,A
0.16,0.05,1105.35,16,16,173056,4.22,128,64,12,50,704,704,B
0.16,0.05,1105.35,16,16,173056,4.22,128,64,0,0,0,0,C
0.16,0.05,1105.35,16,16,173056,4.22,128,64,1,3,1344,320,A
0,0.07,2.08,512,17,512,0,5,4,12,50,704,704,A
0,0.07,2.08,512,17,512,0,5,4,0,0,0,0,E
0,0.07,2.08,512,17,512,0,5,4,1,3,1344,320,A
0.16,0.05,1105.35,16,16,173056,4.22,128,64,12,50,704,704,B
0.16,0.05,1105.35,16,16,173056,4.22,128,64,0,0,0,0,C
0.16,0.05,1105.35,16,16,173056,4.22,128,64,1,3,1344,320,A
0,0.07,2.08,512,17,512,0,5,4,12,50,704,704,A
0,0.07,2.08,512,17,512,0,5,4,0,0,0,0,E
0,0.07,2.08,512,17,512,0,5,4,1,3,1344,320,A
0.16,0.05,1205.89,16,16,186624,4.56,128,64,12,20,768,768,D
0.16,0.05,1205.89,16,16,186624,4.56,128,64,0,0,0,0,E
0.16,0.05,1205.89,16,16,186624,4.56,128,64,1,26,1280,256,A
0,0.08,2.21,512,17,512,0,5,4,12,20,768,768,A
0,0.08,2.21,512,17,512,0,5,4,0,0,0,0,D
0,0.08,2.21,512,17,512,0,5,4,1,26,1280,256,A
0.16,0.05,1205.89,16,16,186624,4.56,128,64,12,20,768,768,D
0.16,0.05,1205.89,16,16,186624,4.56,128,64,0,0,0,0,E
0.16,0.05,1205.89,16,16,186624,4.56,128,64,1,26,1280,256,A
0,0.08,2.21,512,17,512,0,5,4,12,20,768,768,A
0,0.08,2.21,512,17,512,0,5,4,0,0,0,0,D
0,0.08,2.21,512,17,512,0,5,4,1,26,1280,256,A
0.16,0.05,1198.1,16,16,186624,4.56,128,64,12,20,768,768,D
0.16,0.05,1198.1,16,16,186624,4.56,128,64,0,0,0,0,E
0.16,0.05,1198.1,16,16,186624,4.56,128,64,1,26,1280,256,A
0,0.08,2.21,512,17,512,0,5,4,12,20,768,768,A
0,0.08,2.21,512,17,512,0,5,4,0,0,0,0,D
0,0.08,2.21,512,17,512,0,5,4,1,26,1280,256,A
0.16,0.05,1192.41,16,16,186624,4.56,128,64,12,20,768,768,D
0.16,0.05,1192.41,16,16,186624,4.56,128,64,0,0,0,0,E
0.16,0.05,1192.41,16,16,186624,4.56,128,64,1,26,1280,256,A
0,0.08,2.21,512,17,512,0,5,4,12,20,768,768,A
0,0.08,2.21,512,17,512,0,5,4,0,0,0,0,D
0,0.08,2.21,512,17,512,0,5,4,1,26,1280,256,A
0.16,0.05,1192.41,16,16,186624,4.56,128,64,12,20,768,768,D
0.16,0.05,1192.41,16,16,186624,4.56,128,64,0,0,0,0,E
0.16,0.05,1192.41,16,16,186624,4.56,128,64,1,26,1280,256,A
0,0.07,2.21,512,17,512,0,5,4,12,20,768,768,A
0,0.07,2.21,512,17,512,0,5,4,0,0,0,0,D
0,0.07,2.21,512,17,512,0,5,4,1,26,1280,256,A
0.16,0.06,1296.75,16,16,200704,4.9,128,64,13,39,1024,832,B
0.16,0.06,1296.75,16,16,200704,4.9,128,64,0,0,0,0,E
0.16,0.06,1296.75,16,16,200704,4.9,128,64,1,35,1024,192,A
0,0.07,2.21,512,17,512,0,5,4,13,39,1024,832,A
0,0.07,2.21,512,17,512,0,5,4,0,0,0,0,E
0,0.07,2.21,512,17,512,0,5,4,1,35,1024,192,A
0.16,0.06,1296.75,16,16,200704,4.9,128,64,13,39,1024,832,B
0.16,0.06,1296.75,16,16,200704,4.9,128,64,0,0,0,0,E
0.16,0.06,1296.75,16,16,200704,4.9,128,64,1,35,1024,192,A
0,0.07,2.21,512,17,512,0,5,4,13,39,1024,832,A
0,0.07,2.21,512,17,512,0,5,4,0,0,0,0,E
0,0.07,2.21,512,17,512,0,5,4,1,35,1024,192,A
0.16,0.06,1288.67,16,16,200704,4.9,128,64,13,39,1024,832,B
0.16,0.06,1288.67,16,16,200704,4.9,128,64,0,0,0,0,E
0.16,0.06,1288.67,16,16,200704,4.9,128,64,1,35,1024,192,A
0,0.07,2.21,512,17,512,0,5,4,13,39,1024,832,A
0,0.07,2.21,512,17,512,0,5,4,0,0,0,0,E
0,0.07,2.21,512,17,512,0,5,4,1,35,1024,192,A
0.16,0.06,1282.78,16,16,200704,4.9,128,64,13,39,1024,832,B
0.16,0.06,1282.78,16,16,200704,4.9,128,64,0,0,0,0,E
0.16,0.06,1282.78,16,16,200704,4.9,128,64,1,35,1024,192,A
0,0.07,2.21,512,17,512,0,5,4,13,39,1024,832,A
0,0.07,2.21,512,17,512,0,5,4,0,0,0,0,E
0,0.07,2.21,512,17,512,0,5,4,1,35,1024,192,A
0.16,0.06,1282.78,16,16,200704,4.9,128,64,13,39,1024,832,B
0.16,0.06,1282.78,16,16,200704,4.9,128,64,0,0,0,0,E
0.16,0.06,1282.78,16,16,200704,4.9,128,64,1,35,1024,192,A
0,0.07,2.21,512,17,512,0,5,4,13,39,1024,832,A
0,0.07,2.21,512,17,512,0,5,4,0,0,0,0,E
0,0.07,2.21,512,17,512,0,5,4,1,35,1024,192,A
0.16,0.05,1390.91,16,16,215296,5.26,128,64,11,81,1024,896,B
0.16,0.05,1390.91,16,16,215296,5.26,128,64,0,0,0,0,G
0.16,0.05,1390.91,16,16,215296,5.26,128,64,1,18,1024,128,A
0,0.08,2.33,512,17,512,0,5,4,11,81,1024,896,A
0,0.08,2.33,512,17,512,0,5,4,0,0,0,0,E
0,0.08,2.33,512,17,512,0,5,4,1,18,1024,128,A
0.16,0.05,1390.91,16,16,215296,5.26,128,64,11,81,1024,896,B
0.16,0.05,1390.91,16,16,215296,5.26,128,64,0,0,0,0,G
0.16,0.05,1390.91,16,16,215296,5.26,128,64,1,18,1024,128,A
0,0.08,2.33,512,17,512,0,5,4,11,81,1024,896,A
0,0.08,2.33,512,17,512,0,5,4,0,0,0,0,E
0,0.08,2.33,512,17,512,0,5,4,1,18,1024,128,A
0.16,0.05,1382.55,16,16,215296,5.26,128,64,11,81,1024,896,B
